SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
9/28/18,46 Days,1900 Boardwalk,North Wildwood,Condo,183449,"$325,000 ","$313,000 "
9/28/18,39 Days,301 E Leaming Avenue,Wildwood,Condo,183570,"$314,000 ","$300,000 "
9/27/18,36 Days,303 E Magnolia Avenue,Wildwood,Single Family,183625,"$324,900 ","$325,000 "
9/27/18,155 Days,117-119 E 14th Avenue,North Wildwood,Four-Plex,181572,"$439,900 ","$410,000 "
9/27/18,457 Days,4501 Pacific Avenue,Wildwood,Condo,177018,"$167,500 ","$155,500 "
9/26/18,175 Days,119 W Poplar Avenue,Wildwood,Triplex,181214,"$144,900 ","$135,000 "
9/24/18,136 Days,111 E Juniper Avenue,Wildwood,Single Family,181919,"$199,000 ","$190,000 "
9/24/18,129 Days,735 W Poplar Avenue,West Wildwood,Single Family,182083,"$453,500 ","$430,500 "
9/24/18,1509 Days,655 W Maple Avenue,West Wildwood,Vacant Lot,159390,"$69,900 ","$50,000 "
9/24/18,216 Days,"326 E 3rd Avenue , #301",North Wildwood,Condo,180481,"$375,000 ","$325,000 "
9/24/18,134 Days,11 N New York Avenue Unit 202,North Wildwood,Condo,181975,"$469,900 ","$455,000 "
9/24/18,46 Days,2601 Atlantic Avenue,Wildwood,Condo,183496,"$136,000 ","$133,000 "
9/24/18,28 Days,504 E 17th Avenue,North Wildwood,Condo,183683,"$167,000 ","$167,000 "
9/21/18,139 Days,529 W Magnolia Ave,West Wildwood,Single Family,181773,"$173,000 ","$147,000 "
9/21/18,24 Days,121 W 26Th Avenue,North Wildwood,Single Family,183666,"$149,900 ","$149,900 "
9/21/18,107 Days,308 E 1st Avenue,North Wildwood,Residential Vacant Lot,182341,"$799,900 ","$700,000 "
9/21/18,66 Days,434 W Wildwood Avenue,Wildwood,Duplex,183045,"$44,900 ","$47,000 "
9/21/18,409 Days,329 E 25th Avenue,North Wildwood,Condo,177604,"$479,900 ","$465,000 "
9/21/18,146 Days,"3102 Ocean Avenue, Unit G",Wildwood,Condo,181642,"$269,900 ","$250,000 "
9/21/18,61 Days,4712 Atlantic Avenue,Wildwood,Condo,183074,"$278,500 ","$270,000 "
9/21/18,53 Days,3010 Ocean Avenue,Wildwood,Condo,183226,"$149,900 ","$141,225 "
9/20/18,244 Days,228-230 E Garfield Avenue,Wildwood,Apartment,179917,"$445,000 ","$350,000 "
9/20/18,194 Days,1608 Central Avenue,North Wildwood,Condo,180810,"$184,300 ","$180,000 "
9/19/18,142 Days,214 W 10th Street,North Wildwood,Single Family,181658,"$415,000 ","$415,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
9/19/18,197 Days,4306 Susquehanna Avenue,Wildwood,Condo,180871,"$232,400 ","$230,000 "
9/17/18,185 Days,208 25th Street,North Wildwood,Condo,180898,"$255,000 ","$250,000 "
9/17/18,100 Days,215 E Maple Avenue,Wildwood,Condo,182441,"$247,777 ","$240,000 "
9/15/18,303 Days,455 E 24th Avenue,North Wildwood,Townhouse,179241,"$629,900 ","$629,900 "
9/14/18,346 Days,126 E Hand Avenue,Wildwood,Single Family,178661,"$284,999 ","$260,000 "
9/14/18,165 Days,3506 Hudson Avenue,Wildwood,Single Family,181171,"$70,000 ","$70,000 "
9/14/18,347 Days,3307 Park Boulevard,Wildwood,Townhouse,178602,"$224,999 ","$212,500 "
9/14/18,135 Days,303 E Marina Court,North Wildwood,Condo,181708,"$299,000 ","$297,000 "
9/14/18,65 Days,421 W Bennett Avenue,Wildwood,Condo,182869,"$224,900 ","$224,900 "
9/14/18,53 Days,1109 Ocean Avenue,North Wildwood,Condo,183105,"$454,900 ","$450,000 "
9/14/18,32 Days,229 E Leaming Avenue,Wildwood,Condo,183458,"$299,900 ","$315,000 "
9/14/18,21 Days,900 Kennedy - Unit 502,North Wildwood,Condo,183619,"$244,000 ","$252,100 "
9/13/18,250 Days,400 W Burk Avenue,Wildwood,Single Family,177767,"$229,000 ","$217,000 "
9/13/18,82 Days,320 E Wildwood,Wildwood,Condo,182639,"$110,000 ","$105,000 "
9/12/18,167 Days,316 E 26th Avenue,Wildwood,Single Family,181106,"$355,000 ","$331,875 "
9/12/18,106 Days,211 - 213 Wildwood,Wildwood,Four-Plex,182187,"$134,900 ","$134,900 "
9/10/18,95 Days,221 E Rio Grande Avenue,Wildwood,Townhouse,182380,"$279,900 ","$260,000 "
9/7/18,196 Days,125 E 11th Avenue,North Wildwood,Single Family,180540,"$499,000 ","$487,500 "
9/7/18,320 Days,203 W 23rd Avenue,North Wildwood,Duplex,178919,"$329,500 ","$298,000 "
9/7/18,95 Days,1800 Ocean Avenue,North Wildwood,Condo,182323,"$178,900 ","$175,000 "
9/7/18,23 Days,320 E Wildwood Avenue,Wildwood,Condo,183497,"$115,000 ","$106,000 "
9/6/18,48 Days,314 W Schellenger Avenue,Wildwood,Single Family,183057,"$98,000 ","$93,000 "
9/5/18,97 Days,108 W 13th Avenue,North Wildwood,Single Family,182218,"$250,000 ","$250,000 "
9/5/18,232 Days,1400 Surf Avenue,North Wildwood,Condo,179870,"$119,000 ","$115,000 "
9/5/18,55 Days,500 Kennedy Drive,North Wildwood,Condo,182961,"$159,900 ","$158,000 "
9/4/18,54 Days,403 E 18th Avenue,North Wildwood,Condo,182898,"$369,000 ","$362,000 "
9/1/18,168 Days,210 E Hildreth Avenue,Wildwood,Triplex,180921,"$349,900 ","$332,000 "
8/31/18,107 Days,4609 Mediterranean Avenue,Wildwood,Single Family,182006,"$194,900 ","$180,000 "
8/31/18,193 Days,335 E 18th Unit A Avenue,North Wildwood,Condo,180494,"$349,900 ","$340,000 "
8/31/18,141 Days,101 E Cresse Avenue,Wildwood,Condo,181350,"$134,000 ","$125,000 "
8/31/18,131 Days,225 E Wildwood Avenue,Wildwood,Condo,181523,"$68,000 ","$64,500 "
8/31/18,110 Days,317 E Poplar Avenue Unit 200,Wildwood,Condo,181955,"$269,900 ","$250,000 "
8/31/18,110 Days,11 N New York Avenue Unit 101,North Wildwood,Condo,181972,"$459,900 ","$445,000 "
8/31/18,92 Days,5301 Ocean Avenue,Wildwood,Condo,182227,"$229,000 ","$210,000 "
8/31/18,77 Days,205 N Anglesea Drive,North Wildwood,Townhouse,182496,"$499,900 ","$499,900 "
8/31/18,51 Days,1708 Delaware #4 Avenue,North Wildwood,Condo,182875,"$119,971 ","$151,500 "
8/30/18,128 Days,138 W Youngs,Wildwood,Single Family,181545,"$234,900 ","$223,000 "
8/30/18,44 Days,142 W Andrews Avenue,Wildwood,Single Family,183006,"$52,000 ","$52,000 "
8/30/18,128 Days,138 W Youngs,Wildwood,Duplex,181546,"$234,900 ","$223,000 "
8/30/18,859 Days,328 E 24th Avenue,North Wildwood,Condo,169990,"$379,900 ","$379,900 "
8/30/18,630 Days,208 E 20th,North Wildwood,Condo,173652,"$234,999 ","$225,000 "
8/30/18,162 Days,114 E Leaming Avenue,Wildwood,Condo,180997,"$139,900 ","$145,000 "
8/30/18,155 Days,430 W Spruce Avenue,North Wildwood,Townhouse,181070,"$649,000 ","$649,000 "
8/29/18,447 Days,4301 Atlantic Avenue,Wildwood,Motel,175208,"$2,995,000 ","$2,775,000 "
8/29/18,115 Days,417 W Bennett Avenue,Wildwood,Condo,181794,"$219,900 ","$219,900 "
8/27/18,235 Days,"638 W Pine Avenue, #101",North Wildwood,Condo,179726,"$225,000 ","$217,500 "
8/27/18,112 Days,708 Surf Avenue,North Wildwood,Condo,181802,"$335,000 ","$325,000 "
8/27/18,43 Days,101 Arion Avenue,West Wildwood,Townhouse,182920,"$359,000 ","$357,900 "
8/24/18,92 Days,141 W Spicer Avenue,Wildwood,Single Family,182138,"$156,900 ","$162,000 "
8/24/18,63 Days,201 P Avenue,West Wildwood,Modular,182603,"$259,900 ","$240,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
8/24/18,59 Days,548 W Glenwood Avenue,West Wildwood,Vacant Lot,182667,"$50,000 ","$49,000 "
8/24/18,112 Days,612 New Jersey Avenue,North Wildwood,Townhouse,181697,"$374,900 ","$364,900 "
8/24/18,103 Days,11 N New York Avenue Unit 201,North Wildwood,Condo,181974,"$479,900 ","$450,000 "
8/24/18,102 Days,417 E 25th Avenue,North Wildwood,Condo,182008,"$146,900 ","$128,500 "
8/24/18,59 Days,2207 Surf Avenue,North Wildwood,Condo,182664,"$284,900 ","$265,000 "
8/22/18,91 Days,1900 Boardwalk,North Wildwood,Condo,182123,"$319,900 ","$303,000 "
8/21/18,86 Days,502 W Taylor Ave,Wildwood,Single Family,182164,"$128,900 ","$124,000 "
8/20/18,133 Days,518 W Spruce,North Wildwood,Condo,181344,"$295,900 ","$283,000 "
8/20/18,130 Days,123 E Roberts Avenue,Wildwood,Condo,181352,"$89,900 ","$80,000 "
8/18/18,100 Days,410 E 22nd Avenue,North Wildwood,Condo,181865,"$439,000 ","$430,000 "
8/17/18,40 Days,550 W Pine Avenue,West Wildwood,Single Family,182822,"$249,000 ","$250,000 "
8/17/18,91 Days,5301 Ocean Avenue,Wildwood,Condo,182050,"$289,000 ","$265,000 "
8/17/18,69 Days,150 W Oak Avenue,Wildwood,Townhouse,182408,"$299,000 ","$288,000 "
8/17/18,63 Days,207 N Anglesea Drive,North Wildwood,Townhouse,182497,"$499,900 ","$499,900 "
8/17/18,57 Days,"404 W Bennett, Unit B",Wildwood,Condo,182630,"$184,900 ","$179,000 "
8/16/18,212 Days,208 E 25th Avenue,North Wildwood,Condo,179858,"$224,500 ","$220,000 "
8/16/18,142 Days,337 E Pine Avenue,Wildwood,Townhouse,181125,"$389,000 ","$375,000 "
8/15/18,104 Days,125 W Roberts Avenue,Wildwood,Triplex,181722,"$105,000 ","$100,000 "
8/13/18,154 Days,206 W Maple Avenue,Wildwood,Single Family,180839,"$47,500 ","$50,000 "
8/10/18,1043 Days,107 E 12th Street,North Wildwood,Single Family,166604,"$549,000 ","$510,000 "
8/10/18,72 Days,416 W Garfield Avenue,Wildwood,Single Family,182209,"$84,900 ","$78,000 "
8/10/18,202 Days,746 W Glenwood Avenue,West Wildwood,Duplex,179947,"$89,700 ","$80,000 "
8/10/18,59 Days,121 E 11th Avenue,North Wildwood,Duplex,182431,"$395,000 ","$407,000 "
8/10/18,56 Days,242-248 E Bennett Avenue,Wildwood,Condo,182463,"$229,000 ","$220,000 "
8/7/18,56 Days,4102 Seaboard Circle,North Wildwood,Condo,182455,"$365,000 ","$327,601 "
8/3/18,139 Days,135 E Davis Avenue,Wildwood,Apartment,180912,"$299,900 ","$285,000 "
8/3/18,280 Days,178 W Oak Avenue,Wildwood,Townhouse,179133,"$284,900 ","$280,000 "
8/3/18,78 Days,327 E Wildwood Avenue,Wildwood,Condo,182026,"$307,777 ","$300,000 "
8/2/18,37 Days,4106 Arctic Avenue,Wildwood,Condo,182662,"$222,900 ","$215,000 "
8/1/18,367 Days,740 W Maple Avenue,West Wildwood,Single Family,177470,"$399,900 ","$370,000 "
8/1/18,176 Days,1105 Central Avenue,North Wildwood,Single Family,180228,"$489,000 ","$467,500 "
7/31/18,35 Days,9 I Avenue,West Wildwood,Single Family,182648,"$69,900 ","$48,000 "
7/31/18,6 Days,2306 Seaboard Circle,North Wildwood,Condo,177649,"$399,900 ","$400,000 "
7/31/18,220 Days,424 W Pine Avenue,North Wildwood,Townhouse,179662,"$789,900 ","$725,000 "
7/31/18,42 Days,500 Kennedy Drive,North Wildwood,Condo,182539,"$299,000 ","$272,500 "
7/27/18,98 Days,213 W Magnolia Avenue,Wildwood,Single Family,181488,"$245,900 ","$238,000 "
7/27/18,57 Days,535 W Magnolia Avenue,West Wildwood,Single Family,182222,"$319,900 ","$329,900 "
7/27/18,39 Days,2707 New York Avenue,Wildwood,Single Family,182518,"$169,900 ","$170,000 "
7/27/18,56 Days,451 W Baker Ave,Wildwood,Vacant Lot,182248,"$49,900 ","$45,000 "
7/27/18,309 Days,410 E Magnolia,Wildwood,Condo,178359,"$113,000 ","$105,000 "
7/27/18,131 Days,4712 Atlantic Avenue,Wildwood,Condo,180940,"$269,900 ","$265,000 "
7/27/18,84 Days,442 E 21st Avenue,North Wildwood,Condo,181772,"$183,500 ","$183,500 "
7/26/18,1268 Days,5302 Lake Road,Wildwood,Single Family,162227,"$515,000 ","$445,000 "
7/26/18,76 Days,101 W Spruce. Beachfront,North Wildwood,Townhouse,181912,"$699,900 ","$567,500 "
7/25/18,285 Days,1900 Surf Avenue,North Wildwood,Condo,178788,"$179,900 ","$165,000 "
7/24/18,75 Days,404 W Illinois Avenue,North Wildwood,Townhouse,181872,"$599,000 ","$575,000 "
7/23/18,90 Days,120 E Hildreth Avenue,Wildwood,Single Family,181555,"$320,000 ","$295,000 "
7/20/18,74 Days,225 W 12th Avenue,North Wildwood,Single Family,181812,"$225,000 ","$215,000 "
7/20/18,302 Days,410 E Magnolia Avenue,Wildwood,Condo,178358,"$117,500 ","$107,500 "
7/20/18,282 Days,124 W 20th Street,North Wildwood,Townhouse,178758,"$449,900 ","$444,000 "
7/20/18,46 Days,428 W Oak Avenue,Wildwood,Townhouse,182544,"$299,900 ","$285,000 "
7/17/18,60 Days,1000 Kennedy Beach,North Wildwood,Condo,182045,"$149,000 ","$150,000 "
7/16/18,465 Days,241 E Cresse Avenue,Wildwood,Condo,175645,"$184,900 ","$179,000 "
7/16/18,88 Days,900 Kennedy Drive,North Wildwood,Condo,181475,"$229,900 ","$229,900 "
7/15/18,352 Days,5210 Ocean Avenue,Wildwood,Motel,177446,"$975,000 ","$950,000 "
7/15/18,352 Days,309-11 E Hildreth Avenue,Wildwood,Apartment,177450,"$675,000 ","$500,000 "
7/13/18,96 Days,109 E Hildreth Avenue,Wildwood,Residential Vacant Lot,181292,"$125,000 ","$125,000 "
7/13/18,866 Days,333 A W 19th Avenue,North Wildwood,Condo,168741,"$204,971 ","$190,000 "
7/13/18,131 Days,500 Kennedy Drive,North Wildwood,Condo,180738,"$154,996 ","$150,000 "
7/13/18,68 Days,131 W 17th Street,North Wildwood,Townhouse,181798,"$455,000 ","$453,000 "
7/13/18,63 Days,500 Kennedy Drive,North Wildwood,Condo,181949,"$159,900 ","$155,000 "
7/13/18,41 Days,620 W Pine Avenue,North Wildwood,Condo,182271,"$189,000 ","$187,250 "
7/13/18,42 Days,5407 Pacific Ave,Wildwood,Condo,182275,"$75,000 ","$60,000 "
7/12/18,130 Days,409 W Magnolia Avenue,Wildwood,Duplex,181207,"$250,000 ","$250,000 "
7/12/18,88 Days,123 E Roberts Avenue,Wildwood,Condo,181404,"$89,900 ","$80,000 "
7/9/18,51 Days,216 E 5th,North Wildwood,Single Family,182065,"$464,900 ","$460,000 "
7/6/18,73 Days,802 Ocean Avenue,North Wildwood,Single Family,181595,"$599,900 ","$585,000 "
7/6/18,248 Days,210 E 23rd Avenue,North Wildwood,Duplex,179073,"$474,900 ","$440,000 "
7/6/18,182 Days,109 Seaview Court,North Wildwood,Townhouse,179729,"$269,000 ","$241,000 "
7/6/18,35 Days,102 E 21st Avenue,North Wildwood,Townhouse,182274,"$289,000 ","$279,500 "
7/5/18,113 Days,215 E Spencer Avenue,Wildwood,Condo,180882,"$269,900 ","$269,900 "
7/3/18,308 Days,417-25 E 22nd Avenue,North Wildwood,Condo,177923,"$169,900 ","$157,900 "
7/2/18,447 Days,316 W Montgomery Avenue,Wildwood,Four-Plex,175662,"$224,900 ","$222,400 "
7/2/18,275 Days,1400 Surf Avenue,North Wildwood,Condo,178573,"$159,000 ","$152,000 "
7/2/18,63 Days,112 W 9th Avenue,North Wildwood,Condo,181677,"$209,500 ","$195,000 "
7/2/18,58 Days,347 E 21st Avenue,North Wildwood,Condo,181781,"$239,900 ","$241,100 "
6/29/18,200 Days,4310 Arctic Avenue,Wildwood,Single Family,179363,"$249,900 ","$242,500 "
6/29/18,290 Days,5001 New Jersey,Wildwood,Condo,178252,"$95,900 ","$86,000 "
6/29/18,153 Days,2301 Atlantic Avenue,North Wildwood,Condo,180081,"$74,900 ","$65,000 "
6/29/18,129 Days,711 Ocean Unit 108 Avenue,North Wildwood,Condo,180486,"$159,500 ","$145,000 "
6/29/18,70 Days,15 Bay Avenue,West Wildwood,Condo,181493,"$167,000 ","$157,000 "
6/29/18,70 Days,116 E 22nd Avenue,North Wildwood,Townhouse,181498,"$375,000 ","$355,000 "
6/29/18,65 Days,110 E Walnut Avenue,North Wildwood,Condo,181574,"$549,000 ","$496,000 "
6/29/18,65 Days,202 W 3rd Avenue,North Wildwood,Condo,181585,"$324,900 ","$320,000 "
6/29/18,65 Days,265 Seabreeze Court,North Wildwood,Condo,181591,"$314,900 ","$308,000 "
6/28/18,313 Days,503 W Taylor Avenue,Wildwood,Condo,177771,"$265,000 ","$255,000 "
6/28/18,128 Days,206 E 25TH Avenue,North Wildwood,Condo,180513,"$239,000 ","$229,000 "
6/28/18,110 Days,608 Ocean Ave # 202,North Wildwood,Condo,180807,"$189,900 ","$173,500 "
6/28/18,54 Days,"1800 Ocean Ave, Unit 415",North Wildwood,Condo,181808,"$179,999 ","$179,999 "
6/27/18,134 Days,233 E Baker Avenue,Wildwood,Condo,180469,"$254,900 ","$241,500 "
6/26/18,58 Days,155 W Schellenger Avenue,Wildwood,Condo,181649,"$259,900 ","$259,900 "
6/22/18,419 Days,104 E 13th Avenue,North Wildwood,Single Family,176003,"$299,000 ","$265,000 "
6/22/18,313 Days,3 B Avenue,West Wildwood,Single Family,177741,"$124,900 ","$123,000 "
6/22/18,134 Days,543 W Maple Avenue,West Wildwood,Single Family,180268,"$209,900 ","$209,900 "
6/22/18,79 Days,750 W Oak Avenue,North Wildwood,Single Family,181224,"$599,900 ","$550,000 "
6/22/18,63 Days,330 W Tacony Road,Wildwood,Single Family,181499,"$249,000 ","$235,000 "
6/22/18,95 Days,122 E Glenwood Avenue,Wildwood,Apartment,180947,"$250,000 ","$160,000 "
6/22/18,44 Days,404 W MAPLE AVE,Wildwood,Duplex,181858,"$189,900 ","$175,000 "
6/22/18,354 Days,425 W Cedar Avenue,Wildwood,Townhouse,177208,"$295,900 ","$275,000 "
6/22/18,257 Days,110 W 3rd Avenue,North Wildwood,Condo,178700,"$164,900 ","$153,500 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
6/22/18,151 Days,431 E 19th Avenue,North Wildwood,Condo,179998,"$118,900 ","$110,000 "
6/22/18,126 Days,209 211 W 18th Avenue,North Wildwood,Condo,180434,"$215,000 ","$211,500 "
6/22/18,105 Days,2201 Surf Unit B Avenue,North Wildwood,Condo,180812,"$349,900 ","$330,000 "
6/22/18,101 Days,114 E Pine Avenue,Wildwood,Condo,180838,"$219,900 ","$202,000 "
6/22/18,239 Days,423 W Magnolia,Wildwood,Condo,181512,"$284,900 ","$275,000 "
6/22/18,50 Days,1100 New Jersey Avenue,North Wildwood,Condo,181834,"$144,777 ","$142,000 "
6/21/18,2317 Days,4809 Park,Wildwood,Commercial/Industrial,144486,"$549,900 ","$105,000 "
6/21/18,402 Days,119 E Rio Grande Avenue,Wildwood,Other,176275,"$369,900 ","$325,000 "
6/21/18,160 Days,322 E Juniper Avenue,Wildwood,Townhouse,179816,"$289,900 ","$255,000 "
6/21/18,59 Days,500 Kennedy Drive,North Wildwood,Condo,181525,"$275,000 ","$245,000 "
6/20/18,100 Days,4516 PARK Boulevard,Wildwood,Triplex,180853,"$169,000 ","$155,000 "
6/20/18,426 Days,415 W Bennett Avenue,Wildwood,Condo,175828,"$217,500 ","$205,000 "
6/19/18,90 Days,142 W Burk Avenue,Wildwood,Townhouse,181020,"$349,900 ","$340,000 "
6/18/18,145 Days,113 W Roberts Avenue,Wildwood,Duplex,179990,"$90,000 ","$85,000 "
6/18/18,131 Days,510 E 8th,North Wildwood,Condo,180256,"$139,000 ","$121,000 "
6/15/18,380 Days,4712 Arctic Ave,Wildwood,Single Family,176554,"$164,900 ","$163,000 "
6/15/18,123 Days,123 E Spicer Avenue,Wildwood,Single Family,180344,"$299,900 ","$299,900 "
6/15/18,67 Days,112 E 13th Avenue,North Wildwood,Single Family,181293,"$639,000 ","$625,000 "
6/15/18,203 Days,5303 Arctic Avenue,Wildwood,Townhouse,179353,"$274,900 ","$260,000 "
6/15/18,95 Days,319 E 25th Avenue,North Wildwood,Condo,180828,"$375,000 ","$365,000 "
6/15/18,90 Days,708 Surf Avenue,North Wildwood,Condo,180916,"$347,900 ","$331,750 "
6/15/18,79 Days,215 E Rio Grande Ave Unit E,Wildwood,Condo,181089,"$239,900 ","$235,000 "
6/15/18,59 Days,100 E 4th Avenue,North Wildwood,Townhouse,181440,"$529,900 ","$515,000 "
6/15/18,38 Days,5000 Atlantic Avenue,Wildwood,Townhouse,181820,"$219,000 ","$197,500 "
6/14/18,253 Days,510 E 14th Avenue,North Wildwood,Condo,178653,"$164,500 ","$161,500 "
6/14/18,133 Days,410 W Magnolia Avenue,Wildwood,Condo,180169,"$259,900 ","$257,000 "
6/13/18,462 Days,701 Ocean Avenue Unit #4,North Wildwood,Condo,175062,"$100,000 ","$100,000 "
6/12/18,126 Days,1800 Atlantic Avenue,North Wildwood,Condo,180284,"$77,500 ","$71,000 "
6/11/18,38 Days,333 W Andrews Avenue,Wildwood,Single Family,181742,"$71,500 ","$139,230 "
6/11/18,257 Days,410 E Magnolia Avenue,Wildwood,Condo,178490,"$157,500 ","$157,500 "
6/11/18,181 Days,201 E Pine Avenue,Wildwood,Condo,179531,"$237,000 ","$233,000 "
6/11/18,144 Days,115 E Hand Avenue,Wildwood,Condo,179943,"$249,900 ","$242,000 "
6/8/18,84 Days,218 New York Avenue,North Wildwood,Single Family,180915,"$159,900 ","$157,900 "
6/8/18,325 Days,3719 Pacific Avenue,Wildwood,Commercial Vacant Lot,176242,"$229,500 ","$160,000 "
6/8/18,284 Days,255 W Pine Avenue,Wildwood,Triplex,177893,"$239,000 ","$215,000 "
6/8/18,209 Days,223 E Andrews Avenue,Wildwood,Townhouse,179188,"$289,900 ","$280,000 "
6/8/18,186 Days,1006 Ocean Avenue,North Wildwood,Townhouse,179453,"$519,900 ","$509,000 "
6/8/18,132 Days,2301 Atlantic Avenue,North Wildwood,Condo,180073,"$74,900 ","$72,000 "
6/8/18,115 Days,513 E 7th,North Wildwood,Condo,180361,"$167,500 ","$165,000 "
6/8/18,99 Days,407 E 24th Avenue,North Wildwood,Townhouse,180675,"$569,900 ","$565,000 "
6/8/18,109 Days,248 E Burk Avenue,Wildwood,Condo,181132,"$234,900 ","$225,000 "
6/8/18,60 Days,226 E Bennett Avenue,Wildwood,Condo,181288,"$329,000 ","$305,000 "
6/8/18,42 Days,210-12 E Hand Avenue,Wildwood,Condo,181631,"$134,900 ","$131,000 "
6/8/18,38 Days,1100 New Jersey Avenue,North Wildwood,Condo,181755,"$214,900 ","$205,000 "
6/7/18,34 Days,209 W 24th Avenue,North Wildwood,Triplex,181765,"$129,900 ","$110,000 "
6/7/18,58 Days,500 KENNEDY Drive,North Wildwood,Condo,181329,"$249,900 ","$242,000 "
6/6/18,44 Days,203 E Leaming Ave,Wildwood,Single Family,181520,"$135,000 ","$135,000 "
6/6/18,42 Days,326 W Juniper Avenue,Wildwood,Single Family,181593,"$176,000 ","$171,500 "
6/6/18,677 Days,426 W Oak Avenue,Wildwood,Townhouse,171543,"$299,900 ","$285,000 "
6/6/18,463 Days,431 E 19th Avenue,North Wildwood,Condo,175296,"$97,500 ","$93,000 "
,,,,,,,
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
6/5/18,47 Days,214 E Spencer Avenue,Wildwood,Townhouse,181465,"$257,777 ","$254,777 "
6/4/18,259 Days,140 W Montgomery Avenue,Wildwood,Single Family,178288,"$154,900 ","$130,000 "
6/4/18,493 Days,5301 Ocean Avenue,Wildwood,Condo,174319,"$245,000 ","$235,000 "
6/1/18,240 Days,416 E 16th Avenue,North Wildwood,Single Family,178648,"$415,000 ","$402,500 "
6/1/18,53 Days,218 W Pine Avenue,Wildwood,Single Family,181305,"$69,900 ","$64,500 "
6/1/18,452 Days,4900 Atlantic,Wildwood,Motel,175054,"$899,900 ","$750,000 "
6/1/18,563 Days,120 E Pine Avenue,Wildwood,Condo,173372,"$226,900 ","$220,000 "
6/1/18,403 Days,3110 Atlantic Avenue,Wildwood,Condo,176164,"$99,900 ","$96,000 "
6/1/18,233 Days,122 W 20th Street,North Wildwood,Townhouse,178759,"$449,900 ","$425,000 "
6/1/18,145 Days,4306 Susquehanna,Wildwood,Condo,179751,"$209,900 ","$170,000 "
6/1/18,65 Days,432 W Spruce Avenue,North Wildwood,Townhouse,181071,"$649,000 ","$629,000 "
6/1/18,50 Days,1900 Boardwalk,North Wildwood,Condo,181386,"$219,000 ","$219,000 "
6/1/18,41 Days,110 W Marina Court 9A,North Wildwood,Condo,181496,"$229,000 ","$225,000 "
5/31/18,380 Days,303 W 19th Avenue,North Wildwood,Townhouse,176303,"$439,900 ","$432,000 "
5/31/18,380 Days,305 W 19th Avenue,North Wildwood,Townhouse,176304,"$439,900 ","$432,500 "
5/31/18,291 Days,510 E 14th Avenue,North Wildwood,Condo,177670,"$154,900 ","$145,000 "
5/31/18,220 Days,415 E 22 Street,North Wildwood,Condo,178925,"$339,000 ","$330,000 "
5/31/18,204 Days,100 W Marina CT 7A,North Wildwood,Condo,179156,"$169,900 ","$159,000 "
5/31/18,184 Days,317 E 26th #B Avenue,Wildwood,Condo,179317,"$266,900 ","$252,525 "
5/31/18,120 Days,960 Ash Avenue R-9,North Wildwood,Townhouse,180162,"$549,000 ","$490,000 "
5/31/18,83 Days,1800 Ocean Avenue,North Wildwood,Condo,180785,"$249,500 ","$240,000 "
5/31/18,27 Days,320 E Baker Avenue,Wildwood,Condo,181860,"$67,777 ","$63,000 "
5/30/18,62 Days,116 W 23rd Avenue,North Wildwood,Single Family,181093,"$227,000 ","$217,000 "
5/30/18,249 Days,221 W 26th Avenue,North Wildwood,Duplex,178400,"$320,000 ","$290,000 "
5/30/18,362 Days,256 Seabreeze Court,North Wildwood,Condo,176604,"$278,000 ","$262,500 "
5/30/18,358 Days,3904 Susquehanna Avenue,Wildwood,Townhouse,176661,"$349,999 ","$349,999 "
5/30/18,46 Days,431 W Tacony Road,Wildwood,Condo,181390,"$375,000 ","$365,000 "
5/29/18,173 Days,217 E Garfield Ave Avenue,Wildwood,Condo,179536,"$299,900 ","$272,500 "
5/29/18,85 Days,4601-4605 Niagara Avenue,Wildwood,Condo,181028,"$239,900 ","$230,000 "
5/29/18,33 Days,405 E 25th Avenue,North Wildwood,Townhouse,181597,"$419,900 ","$419,900 "
5/25/18,346 Days,151 E Leaming Avenue,Wildwood,Condo,176832,"$299,900 ","$290,000 "
5/25/18,167 Days,406 E 18th Avenue,North Wildwood,Condo,178150,"$199,500 ","$186,250 "
5/25/18,207 Days,106 W Andrews Avenue,Wildwood,Condo,179032,"$249,000 ","$245,000 "
5/25/18,52 Days,142 B Allen Drive,North Wildwood,Condo,181245,"$88,500 ","$85,250 "
5/25/18,47 Days,1800 Atlantic Avenue,North Wildwood,Condo,181274,"$84,777 ","$78,000 "
5/24/18,91 Days,311 W Cresse Unit 4 Avenue,Wildwood,Other,180941,"$345,000 ","$300,000 "
5/24/18,225 Days,1000 Kennedy Drive,North Wildwood,Condo,178750,"$195,000 ","$190,000 "
5/24/18,100 Days,5001 Park Boulevard,Wildwood,Condo,180352,"$119,000 ","$106,500 "
5/24/18,54 Days,235 E Baker Avenue,Wildwood,Condo,181237,"$249,000 ","$245,000 "
